"oy_0.9","oy_0.8","or_0.9","or_0.8","of_0.9","of_0.8","oy_0.7","or_0.7","of_0.7","escapement"
0.270333,0.675167,1,1,0.002917,0.001417,0.936333,1,0.000833,29000
0.23825,0.625417,1,1,0.00275,0.001417,0.913917,1,0.00075,29500
0.2105,0.57525,1,1,0.002583,0.001417,0.882833,1,0.000667,30000
0.186583,0.524083,1,1,0.002167,0.001333,0.846167,1,0.000667,30500
0.163333,0.472,1,1,0.002167,0.00125,0.805833,1,0.000667,31000
0.145083,0.422667,1,1,0.001917,0.00125,0.762583,1,0.000667,31500
0.126167,0.376833,1,1,0.001833,0.00125,0.719917,1,0.000667,32000
0.112,0.33875,1,1,0.00175,0.001167,0.665667,1,0.000583,32500
0.100583,0.3045,1,1,0.00175,0.001083,0.61875,1,0.000583,33000
0.091083,0.272167,0.99975,1,0.001583,0.001,0.57425,1,0.000583,33500
0.079917,0.243833,0.9995,1,0.001583,0.001,0.527333,1,0.000583,34000
0.070417,0.217833,0.999083,1,0.0015,0.001,0.480667,1,0.000583,34500
0.06325,0.19525,0.998667,1,0.0015,0.000917,0.435917,1,0.000583,35000
0.05575,0.175833,0.998167,1,0.0015,0.000833,0.39425,1,0.0005,35500
0.05075,0.159167,0.997167,1,0.0015,0.000833,0.356,1,0.0005,36000
0.044917,0.142,0.995417,0.999833,0.0015,0.000833,0.324167,1,0.000417,36500
0.040917,0.126583,0.9945,0.999583,0.001417,0.000667,0.293083,1,0.000333,37000
0.037,0.113583,0.99225,0.999333,0.001417,0.000667,0.26525,1,0.00025,37500
0.034583,0.103333,0.9895,0.998833,0.001417,0.000667,0.2395,1,0.00025,38000
0.031667,0.093917,0.986667,0.99825,0.001417,0.000667,0.21625,1,0.00025,38500
0.028833,0.084583,0.982,0.997583,0.001333,0.000667,0.195833,1,0.00025,39000
0.025583,0.076333,0.977167,0.99625,0.00125,0.000667,0.177333,0.999917,0.000167,39500
0.023917,0.068417,0.972333,0.995083,0.00125,0.000667,0.163583,0.999583,0.000167,40000
0.0225,0.062583,0.966,0.993667,0.00125,0.000583,0.148833,0.9995,0.000167,40500
0.020833,0.056333,0.958917,0.991833,0.001167,0.000583,0.135083,0.999417,0.000167,41000
0.019,0.051083,0.95125,0.988667,0.001083,0.000583,0.120167,0.99875,0.000167,41500
0.01775,0.046333,0.94175,0.98575,0.001083,0.000583,0.1095,0.997833,0.000167,42000
0.016417,0.04275,0.932417,0.982167,0.001,0.000583,0.10125,0.997333,0.000083,42500
0.01525,0.039667,0.922,0.97725,0.001,0.000583,0.091667,0.995833,0.000083,43000
0.014333,0.035917,0.911583,0.971917,0.001,0.000583,0.083583,0.995333,0.000083,43500
0.0135,0.034583,0.901167,0.966583,0.001,0.0005,0.076667,0.9935,0.000083,44000
0.012583,0.032167,0.8865,0.960167,0.000917,0.0005,0.069333,0.991333,0.000083,44500
0.01175,0.029667,0.873583,0.953667,0.000917,0.000417,0.063833,0.989583,0.000083,45000
0.011417,0.027583,0.859,0.944917,0.000833,0.000417,0.058417,0.9865,0.000083,45500
0.010333,0.026167,0.846,0.935,0.000833,0.000333,0.053917,0.98275,0.000083,46000
0.009667,0.023833,0.832583,0.926,0.000833,0.000333,0.04925,0.977833,0.000083,46500
0.0095,0.022667,0.81425,0.916583,0.000667,0.000333,0.045,0.974167,0.000083,47000
0.00875,0.021583,0.80025,0.905417,0.000667,0.00025,0.042333,0.9695,0.000083,47500
0.008,0.019917,0.78175,0.893167,0.000667,0.00025,0.039083,0.963333,0.000083,48000
0.0075,0.0185,0.763833,0.880417,0.000667,0.00025,0.036667,0.957333,0.000083,48500
0.00725,0.017417,0.748333,0.867583,0.000667,0.000167,0.034667,0.9495,0.000083,49000
0.007167,0.016417,0.731583,0.854417,0.000667,0.000167,0.0325,0.94325,0.000083,49500
0.00675,0.015667,0.71525,0.84125,0.000667,0.000167,0.0305,0.934417,0.000083,50000
0.006583,0.014667,0.699333,0.826833,0.000667,0.000167,0.029083,0.9245,0.000083,50500
0.006333,0.013917,0.681333,0.811417,0.000583,0.000167,0.02775,0.9135,0.000083,51000
0.006083,0.013167,0.6665,0.796667,0.000583,0.000167,0.0255,0.902833,0.000083,51500
0.005833,0.01275,0.650917,0.779167,0.000583,0.000167,0.023833,0.893333,0.000083,52000
0.005667,0.011917,0.6335,0.763083,0.000583,0.000167,0.023083,0.88175,0.000083,52500
0.0055,0.011,0.617,0.746833,0.000583,0.000083,0.02175,0.868917,0.000083,53000
0.005333,0.010583,0.602417,0.732083,0.000583,0.000083,0.019917,0.856833,0.000083,53500
0.005167,0.00975,0.585333,0.716,0.000583,0.000083,0.0185,0.843083,0.000083,54000
0.004833,0.009417,0.569417,0.698833,0.000583,0.000083,0.018,0.830083,0.000083,54500
0.004667,0.00875,0.553417,0.683833,0.000583,0.000083,0.016917,0.816667,0.000083,55000
0.0045,0.008333,0.537083,0.666667,0.000583,0.000083,0.016083,0.800167,0.000083,55500
0.0045,0.007917,0.52225,0.652667,0.0005,0.000083,0.015167,0.786,0.000083,56000
0.004417,0.00775,0.505417,0.638417,0.0005,0.000083,0.014417,0.7705,0.000083,56500
0.00425,0.007417,0.490167,0.622167,0.0005,0.000083,0.013417,0.755167,0.000083,57000
0.004167,0.00725,0.4745,0.605583,0.000417,0.000083,0.012917,0.738417,0.000083,57500
0.004083,0.007,0.458083,0.591167,0.000417,0.000083,0.012417,0.724833,0.000083,58000
0.00375,0.00675,0.444583,0.574667,0.000417,0.000083,0.011583,0.709667,0.000083,58500
0.00375,0.00675,0.432,0.559833,0.000333,0.000083,0.011083,0.694,0.000083,59000
0.0035,0.006583,0.418667,0.544,0.000333,0.000083,0.010333,0.678917,0.000083,59500
0.003333,0.006417,0.40475,0.5285,0.000333,0.000083,0.00975,0.663583,0.000083,60000
0.00325,0.006083,0.392333,0.514,0.000333,0.000083,0.009417,0.649833,0.000083,60500
0.003333,0.006083,0.378083,0.49775,0.00025,0.000083,0.009,0.63525,0.000083,61000
0.003083,0.005917,0.366333,0.481833,0.00025,0.000083,0.008667,0.620083,0.000083,61500
0.003167,0.005917,0.353917,0.469417,0.000167,0.000083,0.00825,0.605667,0.000083,62000
0.003167,0.00575,0.344333,0.454417,0.000167,0.000083,0.00775,0.590583,0.000083,62500
0.003083,0.005417,0.33275,0.44125,0.000167,0.000083,0.0075,0.575083,0.000083,63000
0.002917,0.00525,0.322,0.426917,0.000167,0.000083,0.007333,0.561167,0.000083,63500
0.002833,0.005083,0.312583,0.414083,0.000167,0.000083,0.007083,0.544833,0.000083,64000
0.00275,0.004833,0.303917,0.402417,0.000167,0.000083,0.006833,0.529917,0.000083,64500
0.002667,0.004667,0.294667,0.39025,0.000167,0.000083,0.006833,0.516917,0.000083,65000
0.002667,0.004667,0.283667,0.37775,0.000167,0.000083,0.006833,0.501083,0,65500
0.002667,0.0045,0.2745,0.36725,0.000167,0.000083,0.00675,0.487417,0,66000
0.002583,0.004333,0.265583,0.354583,0.000167,0.000083,0.0065,0.473,0,66500
0.002667,0.004167,0.257667,0.343583,0.000083,0.000083,0.006333,0.461417,0,67000
0.002417,0.004,0.25125,0.332417,0.000083,0.000083,0.006167,0.447333,0,67500
0.002417,0.003833,0.242667,0.322167,0.000083,0.000083,0.006167,0.43325,0,68000
0.002333,0.00375,0.23325,0.313083,0.000083,0.000083,0.006,0.420083,0,68500
0.002333,0.003583,0.226667,0.30425,0.000083,0.000083,0.006,0.407333,0,69000
0.002167,0.003583,0.219167,0.295417,0.000083,0.000083,0.005833,0.396667,0,69500
0.001917,0.0035,0.2115,0.285083,0.000083,0.000083,0.005583,0.386917,0,70000
0.001833,0.0035,0.206,0.27725,0.000083,0.000083,0.005417,0.374917,0,70500
0.001833,0.003167,0.200333,0.267417,0.000083,0.000083,0.005417,0.363333,0,71000
0.00175,0.003167,0.19325,0.259917,0.000083,0.000083,0.005,0.353,0,71500
0.00175,0.003167,0.186333,0.251833,0.000083,0.000083,0.00475,0.34275,0,72000
0.00175,0.003083,0.18025,0.243583,0.000083,0.000083,0.004667,0.3315,0,72500
0.00175,0.003083,0.173917,0.236667,0.000083,0.000083,0.004667,0.3215,0,73000
0.001667,0.003,0.169583,0.228917,0.000083,0.000083,0.0045,0.312917,0,73500
0.001667,0.002917,0.16425,0.223,0.000083,0.000083,0.004167,0.304083,0,74000
0.001667,0.002833,0.159917,0.215167,0.000083,0.000083,0.004083,0.293917,0,74500
0.001667,0.00275,0.155417,0.208833,0.000083,0.000083,0.003917,0.285333,0,75000
0.001583,0.00275,0.150167,0.202917,0.000083,0.000083,0.003833,0.2765,0,75500
0.001583,0.002667,0.144083,0.196417,0.000083,0.000083,0.003833,0.267667,0,76000
0.001583,0.002583,0.140583,0.190083,0.000083,0.000083,0.00375,0.259583,0,76500
0.001583,0.002417,0.136,0.184583,0.000083,0.000083,0.00375,0.253583,0,77000
0.001583,0.002417,0.132833,0.17975,0.000083,0.000083,0.003583,0.24575,0,77500
0.001583,0.002417,0.129083,0.173917,0.000083,0.000083,0.003583,0.238833,0,78000
0.001583,0.002333,0.1255,0.169333,0.000083,0.000083,0.003583,0.231833,0,78500
0.001583,0.002333,0.1225,0.16425,0.000083,0.000083,0.0035,0.224667,0,79000
0.001583,0.002167,0.119,0.158833,0.000083,0.000083,0.003417,0.217417,0,79500
0.001583,0.001833,0.115083,0.154417,0.000083,0.000083,0.003333,0.21125,0,80000
0.001583,0.001833,0.111417,0.150083,0.000083,0.000083,0.003167,0.205833,0,80500
0.001583,0.001833,0.108917,0.145083,0.000083,0.000083,0.003083,0.19925,0,81000
0.001417,0.001833,0.106,0.141167,0.000083,0.000083,0.003083,0.193917,0,81500
0.001417,0.001833,0.103,0.137083,0.000083,0.000083,0.003083,0.189,0,82000
0.001417,0.001833,0.10025,0.132417,0.000083,0,0.003,0.183,0,82500
0.001417,0.001833,0.09775,0.12875,0.000083,0,0.002917,0.177917,0,83000
0.001417,0.001833,0.094583,0.125,0.000083,0,0.002917,0.172833,0,83500
0.001417,0.001833,0.09225,0.122417,0.000083,0,0.00275,0.167167,0,84000
0.001417,0.001833,0.089417,0.119167,0.000083,0,0.002667,0.1625,0,84500
0.001417,0.00175,0.087333,0.11575,0.000083,0,0.002667,0.15775,0,85000
0.001333,0.001667,0.08475,0.112583,0.000083,0,0.002583,0.1535,0,85500
0.001333,0.001667,0.08275,0.109417,0.000083,0,0.0025,0.15,0,86000
0.001333,0.001667,0.080417,0.106333,0.000083,0,0.0025,0.145917,0,86500
0.001333,0.001667,0.078083,0.103333,0.000083,0,0.002417,0.141583,0,87000
0.001333,0.001667,0.0755,0.101167,0.000083,0,0.002167,0.137083,0,87500
0.001333,0.001667,0.074083,0.0985,0.000083,0,0.002167,0.133583,0,88000
0.001333,0.001667,0.072583,0.095583,0.000083,0,0.002167,0.129583,0,88500
0.001333,0.001667,0.071583,0.093417,0.000083,0,0.002,0.125833,0,89000
0.001333,0.001667,0.069833,0.09125,0.000083,0,0.001917,0.12225,0,89500
0.00125,0.001667,0.068333,0.088417,0.000083,0,0.001917,0.1185,0,90000
0.001167,0.001667,0.06675,0.086417,0.000083,0,0.001917,0.1155,0,90500
0.001167,0.001667,0.065,0.084417,0.000083,0,0.001833,0.112917,0,91000
0.001083,0.001667,0.063083,0.08225,0.000083,0,0.001833,0.110167,0,91500
0.001,0.001667,0.06175,0.079583,0.000083,0,0.001833,0.10825,0,92000
0.001,0.001667,0.060667,0.077583,0.000083,0,0.001833,0.105083,0,92500
0.001,0.001667,0.059,0.076,0.000083,0,0.001833,0.102,0,93000
0.001,0.001667,0.05775,0.074333,0.000083,0,0.001833,0.099083,0,93500
0.001,0.001667,0.056333,0.073,0.000083,0,0.00175,0.096833,0,94000
0.001,0.001667,0.054583,0.071417,0.000083,0,0.00175,0.095167,0,94500
0.000917,0.001667,0.053,0.07,0.000083,0,0.001667,0.092833,0,95000
0.000917,0.001583,0.052,0.06825,0.000083,0,0.001667,0.090417,0,95500
0.000917,0.0015,0.050667,0.06675,0.000083,0,0.001667,0.088,0,96000
0.000917,0.0015,0.04975,0.06475,0.000083,0,0.001667,0.086,0,96500
0.000917,0.0015,0.048667,0.063083,0.000083,0,0.001667,0.083417,0,97000
0.000917,0.0015,0.047417,0.061667,0.000083,0,0.001667,0.081333,0,97500
0.000917,0.001417,0.0465,0.059833,0.000083,0,0.001667,0.079167,0,98000
0.000917,0.001417,0.045417,0.058333,0.000083,0,0.001667,0.07725,0,98500
0.000917,0.001417,0.044333,0.0575,0.000083,0,0.001667,0.075833,0,99000
0.000917,0.001417,0.043333,0.0565,0.000083,0,0.001667,0.0745,0,99500
0.000917,0.001417,0.0425,0.054917,0.000083,0,0.001667,0.073,0,100000
0.000917,0.001417,0.041833,0.054083,0.000083,0,0.001667,0.071333,0,100500
0.000917,0.001333,0.040667,0.052667,0.000083,0,0.001667,0.069667,0,101000
0.000917,0.001333,0.039917,0.05075,0.000083,0,0.001667,0.068333,0,101500
0.000917,0.001333,0.03925,0.049583,0.000083,0,0.001667,0.066833,0,102000
0.000833,0.001333,0.038583,0.0485,0.000083,0,0.001667,0.06575,0,102500
0.00075,0.00125,0.037417,0.047167,0.000083,0,0.001667,0.063833,0,103000
0.00075,0.00125,0.03625,0.046667,0.000083,0,0.001667,0.062083,0,103500
0.00075,0.00125,0.03525,0.045667,0.000083,0,0.001667,0.059917,0,104000
0.00075,0.00125,0.034,0.044417,0.000083,0,0.001667,0.058583,0,104500
0.00075,0.00125,0.033333,0.0435,0.000083,0,0.001667,0.056833,0,105000
0.000833,0.001167,0.0325,0.043,0,0,0.001667,0.056083,0,105500
0.00075,0.001167,0.031917,0.042083,0,0,0.001667,0.054917,0,106000
0.00075,0.001083,0.031,0.040917,0,0,0.001667,0.053833,0,106500
0.00075,0.001083,0.0305,0.040083,0,0,0.001667,0.05275,0,107000
0.00075,0.001083,0.030083,0.039167,0,0,0.001667,0.051333,0,107500
0.00075,0.001083,0.02925,0.038333,0,0,0.001667,0.050583,0,108000
0.00075,0.001083,0.02825,0.037667,0,0,0.0015,0.049333,0,108500
0.000667,0.001083,0.027833,0.0365,0,0,0.001417,0.04825,0,109000
0.000667,0.001083,0.02725,0.035167,0,0,0.001417,0.047667,0,109500
0.000667,0.001,0.0265,0.0345,0,0,0.001333,0.046083,0,110000
0.000667,0.001,0.025917,0.033583,0,0,0.001333,0.04475,0,110500
0.000667,0.001,0.025833,0.033,0,0,0.001333,0.043833,0,111000
0.000667,0.001,0.025417,0.032333,0,0,0.001333,0.043083,0,111500
0.000667,0.001,0.02525,0.031833,0,0,0.001333,0.042,0,112000
0.000667,0.001,0.025083,0.030833,0,0,0.001333,0.04125,0,112500
0.000667,0.001,0.024667,0.030333,0,0,0.00125,0.0405,0,113000
0.000667,0.001,0.02425,0.02975,0,0,0.00125,0.0395,0,113500
0.000667,0.001,0.024,0.029583,0,0,0.00125,0.0385,0,114000
0.000667,0.001,0.02375,0.02875,0,0,0.00125,0.037667,0,114500
0.000583,0.001,0.0235,0.02825,0,0,0.00125,0.036917,0,115000
0.000583,0.001,0.022917,0.027583,0,0,0.00125,0.036,0,115500
0.000583,0.001,0.022417,0.027083,0,0,0.00125,0.035167,0,116000
0.000583,0.000917,0.022083,0.026583,0,0,0.00125,0.034167,0,116500
0.000583,0.000917,0.021583,0.026167,0,0,0.00125,0.033583,0,117000
0.000583,0.000917,0.021167,0.025833,0,0,0.001167,0.033,0,117500
0.000583,0.000917,0.020917,0.025583,0,0,0.001167,0.032583,0,118000
0.000583,0.000833,0.020417,0.025417,0,0,0.001167,0.031667,0,118500
0.000583,0.000833,0.020333,0.025,0,0,0.001167,0.031,0,119000
0.000583,0.000833,0.020083,0.024833,0,0,0.001083,0.030667,0,119500
0.000583,0.000833,0.019583,0.024417,0,0,0.001083,0.03025,0,120000
0.000583,0.000833,0.019083,0.024083,0,0,0.001083,0.02975,0,120500
0.000583,0.00075,0.01875,0.023417,0,0,0.001083,0.029417,0,121000
0.000583,0.00075,0.018583,0.022917,0,0,0.001083,0.029083,0,121500
0.000583,0.00075,0.018333,0.022583,0,0,0.001,0.028333,0,122000
0.000583,0.00075,0.018083,0.022417,0,0,0.001,0.02775,0,122500
0.000583,0.00075,0.0175,0.02175,0,0,0.001,0.027333,0,123000
0.000583,0.00075,0.01725,0.021417,0,0,0.001,0.026833,0,123500
0.000583,0.00075,0.017,0.020833,0,0,0.001,0.026667,0,124000
0.000583,0.00075,0.016667,0.02075,0,0,0.001,0.026083,0,124500
0.000583,0.00075,0.0165,0.020083,0,0,0.001,0.025917,0,125000
0.000583,0.00075,0.016083,0.019667,0,0,0.001,0.025417,0,125500
0.0005,0.00075,0.015583,0.01925,0,0,0.001,0.024917,0,126000
0.0005,0.00075,0.015333,0.019083,0,0,0.001,0.02475,0,126500
0.0005,0.00075,0.015,0.018917,0,0,0.001,0.024083,0,127000
0.0005,0.000667,0.014583,0.018667,0,0,0.000917,0.023833,0,127500
0.000417,0.000667,0.0145,0.018333,0,0,0.000917,0.023417,0,128000
0.000417,0.000667,0.014417,0.017833,0,0,0.000917,0.023,0,128500
0.000417,0.000667,0.01425,0.017583,0,0,0.000917,0.022417,0,129000
0.000417,0.000667,0.014,0.017333,0,0,0.000917,0.021833,0,129500
0.000417,0.000667,0.013917,0.017,0,0,0.000917,0.0215,0,130000
0.000417,0.000667,0.013583,0.016917,0,0,0.000917,0.021167,0,130500
0.000417,0.000583,0.013583,0.0165,0,0,0.000917,0.02075,0,131000
0.000417,0.000583,0.0135,0.016333,0,0,0.000833,0.020333,0,131500
0.000417,0.000583,0.0135,0.016167,0,0,0.000833,0.019917,0,132000
0.000417,0.000583,0.013417,0.015917,0,0,0.000833,0.019583,0,132500
0.000417,0.000583,0.013333,0.015917,0,0,0.000833,0.019167,0,133000
0.000417,0.000583,0.013167,0.0155,0,0,0.000833,0.01875,0,133500
0.000417,0.000583,0.013,0.014917,0,0,0.00075,0.018583,0,134000
0.000417,0.000583,0.012917,0.014833,0,0,0.00075,0.018333,0,134500
0.000417,0.000583,0.012833,0.01475,0,0,0.00075,0.018,0,135000
0.000417,0.000583,0.01275,0.014417,0,0,0.00075,0.017667,0,135500
0.000333,0.000583,0.012417,0.014333,0,0,0.00075,0.017667,0,136000
0.000333,0.000583,0.01225,0.01425,0,0,0.00075,0.01725,0,136500
0.000333,0.000583,0.011833,0.014167,0,0,0.00075,0.016917,0,137000
0.00025,0.000583,0.011667,0.013833,0,0,0.00075,0.016583,0,137500
0.00025,0.000583,0.011583,0.0135,0,0,0.00075,0.016583,0,138000
0.00025,0.000583,0.0115,0.013417,0,0,0.00075,0.016333,0,138500
0.00025,0.000583,0.011333,0.013333,0,0,0.00075,0.01625,0,139000
0.00025,0.000583,0.01125,0.01325,0,0,0.00075,0.016083,0,139500
0.00025,0.000583,0.010917,0.013167,0,0,0.00075,0.016083,0,140000
0.00025,0.000583,0.010833,0.012917,0,0,0.00075,0.015833,0,140500
0.00025,0.000583,0.01075,0.012833,0,0,0.00075,0.015667,0,141000
0.00025,0.000583,0.010667,0.01275,0,0,0.00075,0.0155,0,141500
0.00025,0.000583,0.010167,0.012583,0,0,0.00075,0.015333,0,142000
0.00025,0.000583,0.009917,0.012417,0,0,0.00075,0.015083,0,142500
0.00025,0.000583,0.009917,0.012333,0,0,0.00075,0.014917,0,143000
0.00025,0.000583,0.009667,0.012167,0,0,0.000667,0.014667,0,143500
0.00025,0.0005,0.009583,0.011917,0,0,0.000667,0.0145,0,144000
0.00025,0.0005,0.0095,0.01175,0,0,0.000583,0.014083,0,144500
0.00025,0.0005,0.0095,0.011583,0,0,0.000583,0.014,0,145000
0.00025,0.0005,0.009417,0.011417,0,0,0.000583,0.014,0,145500
0.00025,0.0005,0.009083,0.011167,0,0,0.000583,0.013833,0,146000
0.00025,0.000417,0.009083,0.011,0,0,0.000583,0.013583,0,146500
0.00025,0.000417,0.009083,0.011,0,0,0.000583,0.013417,0,147000
0.00025,0.000417,0.008917,0.0105,0,0,0.000583,0.013167,0,147500
0.000167,0.000417,0.008833,0.010333,0,0,0.000583,0.012917,0,148000
0.000167,0.000417,0.008667,0.010333,0,0,0.000583,0.012667,0,148500
0.000167,0.000417,0.008583,0.010333,0,0,0.000583,0.012583,0,149000
0.000167,0.000417,0.0085,0.010167,0,0,0.000583,0.012417,0,149500
0.000167,0.000417,0.008417,0.01,0,0,0.000583,0.012333,0,150000
0.000167,0.000417,0.00825,0.009917,0,0,0.000583,0.011917,0,150500
0.000083,0.000417,0.00825,0.00975,0,0,0.000583,0.011917,0,151000
0.000083,0.000417,0.008167,0.009667,0,0,0.000583,0.01175,0,151500
0.000083,0.000417,0.008,0.009667,0,0,0.000583,0.01175,0,152000
0.000083,0.000417,0.008,0.009583,0,0,0.000583,0.011667,0,152500
0.000083,0.000417,0.008,0.009417,0,0,0.000583,0.011583,0,153000
0.000083,0.000417,0.007917,0.009417,0,0,0.000583,0.011083,0,153500
0.000083,0.000333,0.007917,0.009167,0,0,0.000583,0.010833,0,154000
0.000083,0.000333,0.00775,0.009,0,0,0.000583,0.010667,0,154500
0.000083,0.000333,0.00775,0.009,0,0,0.000583,0.010583,0,155000
0.000083,0.000333,0.007667,0.009,0,0,0.000583,0.010583,0,155500
0.000083,0.000333,0.0075,0.00875,0,0,0.000583,0.0105,0,156000
0.000083,0.000333,0.0075,0.008667,0,0,0.000583,0.010333,0,156500
0.000083,0.000333,0.007333,0.008583,0,0,0.000583,0.01025,0,157000
0.000083,0.000333,0.007167,0.008583,0,0,0.000583,0.010167,0,157500
0.000083,0.000333,0.007,0.008417,0,0,0.000583,0.010083,0,158000
0.000083,0.000333,0.006917,0.008417,0,0,0.000583,0.010083,0,158500
0.000083,0.00025,0.006917,0.008167,0,0,0.0005,0.009833,0,159000
0.000083,0.00025,0.006917,0.008167,0,0,0.0005,0.009833,0,159500
0.000083,0.00025,0.006917,0.008083,0,0,0.0005,0.009833,0,160000
0.000083,0.00025,0.006833,0.008,0,0,0.0005,0.009667,0,160500
0.000083,0.00025,0.006833,0.008,0,0,0.000417,0.0095,0,161000
0.000083,0.00025,0.006833,0.007917,0,0,0.000417,0.009417,0,161500
0.000083,0.00025,0.006833,0.00775,0,0,0.000417,0.009417,0,162000
0.000083,0.00025,0.006667,0.007667,0,0,0.000417,0.00925,0,162500
0.000083,0.00025,0.006583,0.007667,0,0,0.000417,0.009167,0,163000
0.000083,0.00025,0.006583,0.0075,0,0,0.000417,0.009083,0,163500
0.000083,0.00025,0.006583,0.0075,0,0,0.000417,0.009083,0,164000
0.000083,0.00025,0.0065,0.007333,0,0,0.000417,0.008833,0,164500
0.000083,0.00025,0.006333,0.007333,0,0,0.000417,0.00875,0,165000
0.000083,0.00025,0.006167,0.007083,0,0,0.000417,0.008583,0,165500
0.000083,0.00025,0.006167,0.007083,0,0,0.000417,0.008583,0,166000
0.000083,0.00025,0.006083,0.007,0,0,0.000417,0.008583,0,166500
