"oy_0.9","oy_0.8","or_0.9","or_0.8","of_0.9","of_0.8","oy_0.7","or_0.7","of_0.7","escapement"
0.000417,0.001833,0.756583,0.887167,0,0,0.003833,0.962833,0,55000
0.000333,0.001667,0.737917,0.8755,0,0,0.003583,0.957167,0,55500
0.000333,0.0015,0.721,0.862583,0,0,0.003333,0.9505,0,56000
0.000333,0.00125,0.70225,0.849083,0,0,0.002917,0.944417,0,56500
0.000333,0.001,0.68525,0.8345,0,0,0.002833,0.936417,0,57000
0.00025,0.000917,0.664417,0.820667,0,0,0.002583,0.926167,0,57500
0.00025,0.000917,0.645583,0.80225,0,0,0.002417,0.916833,0,58000
0.00025,0.000917,0.627,0.785917,0,0,0.002333,0.907333,0,58500
0.000167,0.000833,0.611083,0.767833,0,0,0.002083,0.895917,0,59000
0.000167,0.00075,0.590417,0.749667,0,0,0.002083,0.884667,0,59500
0.000167,0.000583,0.570167,0.7325,0,0,0.002,0.874333,0,60000
0.000167,0.0005,0.550417,0.716833,0,0,0.001833,0.862083,0,60500
0.000167,0.000417,0.533583,0.69875,0,0,0.00175,0.8495,0,61000
0.000167,0.000417,0.51525,0.681917,0,0,0.0015,0.836417,0,61500
0.000167,0.000417,0.4975,0.6645,0,0,0.001417,0.82325,0,62000
0.000167,0.000417,0.48175,0.64675,0,0,0.001083,0.80575,0,62500
0.000167,0.000417,0.466167,0.627417,0,0,0.000917,0.787583,0,63000
0.000167,0.000333,0.451917,0.61125,0,0,0.000917,0.7715,0,63500
0.000167,0.000333,0.437333,0.592333,0,0,0.000917,0.7555,0,64000
0.000167,0.000333,0.41925,0.5745,0,0,0.000833,0.739833,0,64500
0.000167,0.00025,0.403333,0.557083,0,0,0.00075,0.724917,0,65000
0.000167,0.00025,0.388833,0.53875,0,0,0.000667,0.70775,0,65500
0.000167,0.00025,0.373,0.520833,0,0,0.000583,0.6915,0,66000
0.000167,0.00025,0.359333,0.50325,0,0,0.000583,0.67525,0,66500
0.000167,0.00025,0.344583,0.4885,0,0,0.000583,0.658833,0,67000
0.000167,0.00025,0.330833,0.47325,0,0,0.0005,0.642583,0,67500
0.000167,0.000167,0.317833,0.460583,0,0,0.000417,0.625167,0,68000
0.000167,0.000167,0.30625,0.444417,0,0,0.000417,0.607417,0,68500
0.000167,0.000167,0.293667,0.430083,0,0,0.000417,0.589167,0,69000
0.000167,0.000167,0.282167,0.414667,0,0,0.000333,0.572417,0,69500
0.000167,0.000167,0.27025,0.400333,0,0,0.000333,0.557833,0,70000
0.000167,0.000167,0.259667,0.385917,0,0,0.000333,0.540167,0,70500
0.000083,0.000167,0.25025,0.37175,0,0,0.00025,0.523583,0,71000
0.000083,0.000167,0.240333,0.35775,0,0,0.00025,0.508333,0,71500
0.000083,0.000167,0.232667,0.344583,0,0,0.00025,0.491167,0,72000
0.000083,0.000167,0.223167,0.331083,0,0,0.00025,0.477667,0,72500
0.000083,0.000167,0.214417,0.319083,0,0,0.00025,0.464167,0,73000
0.000083,0.000167,0.204917,0.30525,0,0,0.00025,0.45075,0,73500
0.000083,0.000167,0.19775,0.293667,0,0,0.00025,0.4365,0,74000
0,0.000167,0.188583,0.283667,0,0,0.00025,0.421667,0,74500
0,0.000167,0.179667,0.27175,0,0,0.00025,0.408,0,75000
0,0.000167,0.1725,0.261583,0,0,0.000167,0.39425,0,75500
0,0.000167,0.164583,0.251917,0,0,0.000167,0.382333,0,76000
0,0.000167,0.1575,0.243083,0,0,0.000167,0.368917,0,76500
0,0.000167,0.152083,0.235833,0,0,0.000167,0.35575,0,77000
0,0.000167,0.146167,0.226,0,0,0.000167,0.342583,0,77500
0,0.000167,0.14025,0.218583,0,0,0.000167,0.329167,0,78000
0,0.000167,0.134333,0.210417,0,0,0.000167,0.316667,0,78500
0,0.000167,0.129333,0.201417,0,0,0.000167,0.304917,0,79000
0,0.000167,0.1245,0.194167,0,0,0.000167,0.293917,0,79500
0,0.000167,0.117917,0.186,0,0,0.000167,0.284,0,80000
0,0.000083,0.112,0.179167,0,0,0.000167,0.274167,0,80500
0,0.000083,0.107167,0.171667,0,0,0.000167,0.263833,0,81000
0,0.000083,0.1025,0.164167,0,0,0.000167,0.25325,0,81500
0,0.000083,0.0985,0.1575,0,0,0.000167,0.244083,0,82000
0,0.000083,0.094583,0.15125,0,0,0.000167,0.237083,0,82500
0,0.000083,0.089417,0.145833,0,0,0.000167,0.228583,0,83000
0,0.000083,0.085167,0.140667,0,0,0.000167,0.22075,0,83500
0,0,0.08025,0.13425,0,0,0.000167,0.21275,0,84000
0,0,0.076833,0.128917,0,0,0.000167,0.206083,0,84500
0,0,0.073,0.124083,0,0,0.000167,0.19825,0,85000
0,0,0.0695,0.1185,0,0,0.000167,0.19075,0,85500
0,0,0.066167,0.113333,0,0,0.000167,0.183417,0,86000
0,0,0.064,0.108333,0,0,0.000167,0.176917,0,86500
0,0,0.061667,0.103917,0,0,0.000167,0.1715,0,87000
0,0,0.059,0.100417,0,0,0.000167,0.1645,0,87500
0,0,0.056417,0.09575,0,0,0.000167,0.157167,0,88000
0,0,0.0545,0.092,0,0,0.000167,0.151,0,88500
0,0,0.05075,0.087083,0,0,0.000083,0.145167,0,89000
0,0,0.04875,0.082917,0,0,0.000083,0.139667,0,89500
0,0,0.046667,0.079167,0,0,0.000083,0.134167,0,90000
0,0,0.045167,0.0755,0,0,0.000083,0.128833,0,90500
0,0,0.042917,0.071917,0,0,0.000083,0.12425,0,91000
0,0,0.040833,0.068417,0,0,0.000083,0.119083,0,91500
0,0,0.039583,0.065833,0,0,0,0.114,0,92000
0,0,0.038167,0.063583,0,0,0,0.110167,0,92500
0,0,0.036667,0.062,0,0,0,0.104917,0,93000
0,0,0.034833,0.0585,0,0,0,0.101,0,93500
0,0,0.033917,0.055917,0,0,0,0.097667,0,94000
0,0,0.03275,0.05325,0,0,0,0.094417,0,94500
0,0,0.031167,0.051417,0,0,0,0.090083,0,95000
0,0,0.029583,0.049667,0,0,0,0.086,0,95500
0,0,0.028417,0.047,0,0,0,0.08225,0,96000
0,0,0.027917,0.044667,0,0,0,0.079,0,96500
0,0,0.026917,0.042833,0,0,0,0.074667,0,97000
0,0,0.025583,0.0415,0,0,0,0.07225,0,97500
0,0,0.024667,0.039917,0,0,0,0.069167,0,98000
0,0,0.023833,0.03825,0,0,0,0.066083,0,98500
0,0,0.023333,0.037083,0,0,0,0.06375,0,99000
0,0,0.021917,0.0355,0,0,0,0.061333,0,99500
0,0,0.02175,0.034167,0,0,0,0.05875,0,100000
0,0,0.021083,0.033333,0,0,0,0.055833,0,100500
0,0,0.020667,0.031833,0,0,0,0.0535,0,101000
0,0,0.020083,0.0305,0,0,0,0.051333,0,101500
0,0,0.0195,0.028917,0,0,0,0.049417,0,102000
0,0,0.0185,0.028417,0,0,0,0.0475,0,102500
0,0,0.017583,0.027333,0,0,0,0.046083,0,103000
0,0,0.01725,0.025833,0,0,0,0.043917,0,103500
0,0,0.01675,0.024917,0,0,0,0.042417,0,104000
0,0,0.016167,0.024167,0,0,0,0.040583,0,104500
0,0,0.015667,0.02375,0,0,0,0.039333,0,105000
0,0,0.015417,0.023,0,0,0,0.037667,0,105500
0,0,0.014667,0.022167,0,0,0,0.03625,0,106000
0,0,0.014333,0.021667,0,0,0,0.034417,0,106500
0,0,0.01375,0.021333,0,0,0,0.033583,0,107000
0,0,0.013,0.020583,0,0,0,0.033,0,107500
0,0,0.01225,0.02025,0,0,0,0.031917,0,108000
0,0,0.01175,0.019583,0,0,0,0.030167,0,108500
0,0,0.0115,0.019,0,0,0,0.028917,0,109000
0,0,0.010917,0.018167,0,0,0,0.028,0,109500
0,0,0.010667,0.017917,0,0,0,0.027333,0,110000
0,0,0.010333,0.017167,0,0,0,0.026167,0,110500
0,0,0.01,0.016333,0,0,0,0.02525,0,111000
0,0,0.009583,0.015917,0,0,0,0.024333,0,111500
0,0,0.009333,0.015333,0,0,0,0.023583,0,112000
0,0,0.009167,0.015083,0,0,0,0.023167,0,112500
0,0,0.009,0.0145,0,0,0,0.022583,0,113000
0,0,0.008667,0.013583,0,0,0,0.021833,0,113500
0,0,0.008417,0.013083,0,0,0,0.02125,0,114000
0,0,0.00825,0.012917,0,0,0,0.020667,0,114500
0,0,0.007917,0.012417,0,0,0,0.020167,0,115000
0,0,0.007417,0.011667,0,0,0,0.019917,0,115500
0,0,0.006917,0.011083,0,0,0,0.0195,0,116000
0,0,0.006667,0.010833,0,0,0,0.01875,0,116500
0,0,0.0065,0.0105,0,0,0,0.01825,0,117000
0,0,0.006417,0.010333,0,0,0,0.017333,0,117500
0,0,0.00625,0.009917,0,0,0,0.01675,0,118000
0,0,0.006,0.009667,0,0,0,0.016167,0,118500
0,0,0.005917,0.009417,0,0,0,0.015667,0,119000
0,0,0.005833,0.009167,0,0,0,0.015583,0,119500
0,0,0.00575,0.009,0,0,0,0.015083,0,120000
0,0,0.005583,0.008583,0,0,0,0.01425,0,120500
0,0,0.00525,0.008333,0,0,0,0.013583,0,121000
0,0,0.004917,0.008,0,0,0,0.013,0,121500
0,0,0.00475,0.008,0,0,0,0.01275,0,122000
0,0,0.004583,0.007667,0,0,0,0.012417,0,122500
0,0,0.004417,0.007333,0,0,0,0.011917,0,123000
0,0,0.004333,0.007083,0,0,0,0.0115,0,123500
0,0,0.004083,0.006583,0,0,0,0.01075,0,124000
0,0,0.004083,0.006333,0,0,0,0.010583,0,124500
0,0,0.004,0.006167,0,0,0,0.01025,0,125000
0,0,0.004,0.006083,0,0,0,0.010167,0,125500
0,0,0.003917,0.005917,0,0,0,0.009833,0,126000
0,0,0.003917,0.005833,0,0,0,0.0095,0,126500
0,0,0.003917,0.005833,0,0,0,0.009417,0,127000
0,0,0.003917,0.005833,0,0,0,0.009333,0,127500
0,0,0.003917,0.005583,0,0,0,0.009,0,128000
0,0,0.00375,0.0055,0,0,0,0.008667,0,128500
0,0,0.003667,0.004917,0,0,0,0.008417,0,129000
0,0,0.003667,0.004583,0,0,0,0.008,0,129500
0,0,0.0035,0.004583,0,0,0,0.00775,0,130000
0,0,0.003333,0.004417,0,0,0,0.007417,0,130500
0,0,0.003333,0.004167,0,0,0,0.007167,0,131000
0,0,0.00325,0.004083,0,0,0,0.007083,0,131500
0,0,0.003167,0.004,0,0,0,0.006667,0,132000
0,0,0.003,0.004,0,0,0,0.006417,0,132500
0,0,0.002833,0.004,0,0,0,0.00625,0,133000
0,0,0.002833,0.004,0,0,0,0.006083,0,133500
0,0,0.002833,0.003917,0,0,0,0.006083,0,134000
0,0,0.002583,0.003917,0,0,0,0.005917,0,134500
0,0,0.002583,0.003917,0,0,0,0.005833,0,135000
0,0,0.0025,0.00375,0,0,0,0.00575,0,135500
0,0,0.0025,0.00375,0,0,0,0.005667,0,136000
0,0,0.002417,0.003667,0,0,0,0.005333,0,136500
0,0,0.002417,0.003667,0,0,0,0.005,0,137000
0,0,0.00225,0.003583,0,0,0,0.004833,0,137500
0,0,0.002083,0.003583,0,0,0,0.0045,0,138000
0,0,0.002083,0.003333,0,0,0,0.004333,0,138500
0,0,0.002083,0.00325,0,0,0,0.004333,0,139000
0,0,0.002083,0.003167,0,0,0,0.00425,0,139500
0,0,0.002083,0.003083,0,0,0,0.00425,0,140000
0,0,0.002083,0.002833,0,0,0,0.004167,0,140500
0,0,0.002083,0.002833,0,0,0,0.004167,0,141000
0,0,0.002083,0.00275,0,0,0,0.004083,0,141500
0,0,0.002083,0.00275,0,0,0,0.004,0,142000
0,0,0.002,0.002583,0,0,0,0.004,0,142500
0,0,0.001917,0.002417,0,0,0,0.003917,0,143000
0,0,0.001917,0.002417,0,0,0,0.00375,0,143500
0,0,0.001917,0.002417,0,0,0,0.003667,0,144000
0,0,0.001917,0.002333,0,0,0,0.003667,0,144500
0,0,0.001917,0.002333,0,0,0,0.003667,0,145000
0,0,0.001917,0.00225,0,0,0,0.003667,0,145500
0,0,0.001917,0.002167,0,0,0,0.003583,0,146000
0,0,0.001833,0.002167,0,0,0,0.0035,0,146500
0,0,0.001833,0.002083,0,0,0,0.00325,0,147000
0,0,0.00175,0.002083,0,0,0,0.003167,0,147500
0,0,0.00175,0.002083,0,0,0,0.003083,0,148000
0,0,0.00175,0.002083,0,0,0,0.003083,0,148500
0,0,0.00175,0.002083,0,0,0,0.002833,0,149000
0,0,0.001583,0.002,0,0,0,0.00275,0,149500
0,0,0.001583,0.002,0,0,0,0.00275,0,150000
0,0,0.001583,0.002,0,0,0,0.002667,0,150500
0,0,0.0015,0.002,0,0,0,0.002667,0,151000
0,0,0.0015,0.002,0,0,0,0.0025,0,151500
0,0,0.0015,0.001917,0,0,0,0.002417,0,152000
0,0,0.0015,0.001917,0,0,0,0.002333,0,152500
0,0,0.0015,0.001917,0,0,0,0.002333,0,153000
0,0,0.001417,0.001917,0,0,0,0.002333,0,153500
0,0,0.001417,0.001833,0,0,0,0.002333,0,154000
0,0,0.001333,0.001833,0,0,0,0.002333,0,154500
0,0,0.001333,0.001833,0,0,0,0.002167,0,155000
0,0,0.00125,0.001833,0,0,0,0.002167,0,155500
0,0,0.00125,0.001833,0,0,0,0.002167,0,156000
0,0,0.00125,0.001833,0,0,0,0.002167,0,156500
0,0,0.001167,0.00175,0,0,0,0.002083,0,157000
0,0,0.001083,0.00175,0,0,0,0.002,0,157500
0,0,0.001,0.00175,0,0,0,0.002,0,158000
0,0,0.000833,0.00175,0,0,0,0.002,0,158500
0,0,0.000833,0.001583,0,0,0,0.002,0,159000
0,0,0.000833,0.001583,0,0,0,0.002,0,159500
0,0,0.000833,0.001583,0,0,0,0.002,0,160000
0,0,0.000833,0.0015,0,0,0,0.002,0,160500
0,0,0.000833,0.001333,0,0,0,0.002,0,161000
0,0,0.000833,0.001333,0,0,0,0.002,0,161500
0,0,0.000833,0.001333,0,0,0,0.001917,0,162000
0,0,0.000833,0.001333,0,0,0,0.001833,0,162500
0,0,0.000833,0.001333,0,0,0,0.001833,0,163000
0,0,0.000833,0.001333,0,0,0,0.001833,0,163500
0,0,0.000833,0.001333,0,0,0,0.001833,0,164000
0,0,0.000833,0.00125,0,0,0,0.001833,0,164500
0,0,0.000833,0.001167,0,0,0,0.001833,0,165000
0,0,0.00075,0.001167,0,0,0,0.001833,0,165500
0,0,0.00075,0.001167,0,0,0,0.001833,0,166000
0,0,0.000667,0.001083,0,0,0,0.001833,0,166500
0,0,0.000667,0.001,0,0,0,0.00175,0,167000
0,0,0.000667,0.001,0,0,0,0.00175,0,167500
0,0,0.000667,0.000917,0,0,0,0.001667,0,168000
0,0,0.000667,0.000833,0,0,0,0.001583,0,168500
0,0,0.000583,0.000833,0,0,0,0.001583,0,169000
0,0,0.000583,0.000833,0,0,0,0.0015,0,169500
0,0,0.000583,0.000833,0,0,0,0.001417,0,170000
0,0,0.000583,0.000833,0,0,0,0.001417,0,170500
0,0,0.000583,0.000833,0,0,0,0.001417,0,171000
0,0,0.000583,0.000833,0,0,0,0.001417,0,171500
0,0,0.000583,0.000833,0,0,0,0.001333,0,172000
0,0,0.000583,0.000833,0,0,0,0.00125,0,172500
0,0,0.000583,0.000833,0,0,0,0.00125,0,173000
0,0,0.000583,0.000833,0,0,0,0.00125,0,173500
0,0,0.000583,0.000833,0,0,0,0.00125,0,174000
0,0,0.000583,0.00075,0,0,0,0.00125,0,174500
0,0,0.000583,0.00075,0,0,0,0.001167,0,175000
0,0,0.000583,0.00075,0,0,0,0.001167,0,175500
0,0,0.000583,0.00075,0,0,0,0.001083,0,176000
0,0,0.000583,0.00075,0,0,0,0.001083,0,176500
0,0,0.0005,0.00075,0,0,0,0.001083,0,177000
0,0,0.0005,0.000667,0,0,0,0.001,0,177500
0,0,0.0005,0.000667,0,0,0,0.001,0,178000
0,0,0.0005,0.000667,0,0,0,0.000917,0,178500
0,0,0.0005,0.000667,0,0,0,0.000917,0,179000
0,0,0.000417,0.000583,0,0,0,0.000917,0,179500
0,0,0.000417,0.000583,0,0,0,0.000917,0,180000
0,0,0.000333,0.000583,0,0,0,0.000833,0,180500
0,0,0.000333,0.000583,0,0,0,0.000833,0,181000
0,0,0.000333,0.000583,0,0,0,0.000833,0,181500
0,0,0.000333,0.000583,0,0,0,0.000833,0,182000
0,0,0.000333,0.000583,0,0,0,0.000833,0,182500
0,0,0.000333,0.000583,0,0,0,0.000833,0,183000
0,0,0.000333,0.000583,0,0,0,0.000833,0,183500
0,0,0.000333,0.000583,0,0,0,0.00075,0,184000
0,0,0.000333,0.000583,0,0,0,0.00075,0,184500
0,0,0.000333,0.000583,0,0,0,0.00075,0,185000
0,0,0.000333,0.000583,0,0,0,0.00075,0,185500
0,0,0.000333,0.000583,0,0,0,0.00075,0,186000
0,0,0.000333,0.000583,0,0,0,0.00075,0,186500
0,0,0.000333,0.0005,0,0,0,0.00075,0,187000
0,0,0.000333,0.0005,0,0,0,0.00075,0,187500
0,0,0.000333,0.0005,0,0,0,0.00075,0,188000
0,0,0.000333,0.0005,0,0,0,0.00075,0,188500
0,0,0.000333,0.0005,0,0,0,0.00075,0,189000
0,0,0.000333,0.0005,0,0,0,0.00075,0,189500
0,0,0.000333,0.0005,0,0,0,0.000667,0,190000
0,0,0.000333,0.0005,0,0,0,0.000583,0,190500
0,0,0.000333,0.0005,0,0,0,0.000583,0,191000
0,0,0.000333,0.0005,0,0,0,0.000583,0,191500
0,0,0.000333,0.0005,0,0,0,0.000583,0,192000
0,0,0.000333,0.000417,0,0,0,0.000583,0,192500
0,0,0.000333,0.000417,0,0,0,0.000583,0,193000
0,0,0.000333,0.000333,0,0,0,0.000583,0,193500
0,0,0.000333,0.000333,0,0,0,0.000583,0,194000
0,0,0.000333,0.000333,0,0,0,0.000583,0,194500
0,0,0.000333,0.000333,0,0,0,0.000583,0,195000
0,0,0.000333,0.000333,0,0,0,0.000583,0,195500
0,0,0.000333,0.000333,0,0,0,0.000583,0,196000
0,0,0.000333,0.000333,0,0,0,0.000583,0,196500
0,0,0.000333,0.000333,0,0,0,0.000583,0,197000
0,0,0.000333,0.000333,0,0,0,0.000583,0,197500
0,0,0.000333,0.000333,0,0,0,0.0005,0,198000
0,0,0.000333,0.000333,0,0,0,0.0005,0,198500
0,0,0.000333,0.000333,0,0,0,0.0005,0,199000
0,0,0.000333,0.000333,0,0,0,0.0005,0,199500
0,0,0.000333,0.000333,0,0,0,0.0005,0,200000
0,0,0.000333,0.000333,0,0,0,0.0005,0,200500
0,0,0.000333,0.000333,0,0,0,0.0005,0,201000
0,0,0.000333,0.000333,0,0,0,0.0005,0,201500
0,0,0.000333,0.000333,0,0,0,0.0005,0,202000
0,0,0.000333,0.000333,0,0,0,0.0005,0,202500
0,0,0.000333,0.000333,0,0,0,0.0005,0,203000
0,0,0.000333,0.000333,0,0,0,0.0005,0,203500
0,0,0.000333,0.000333,0,0,0,0.0005,0,204000
0,0,0.000333,0.000333,0,0,0,0.0005,0,204500
0,0,0.000333,0.000333,0,0,0,0.0005,0,205000
0,0,0.000333,0.000333,0,0,0,0.0005,0,205500
0,0,0.00025,0.000333,0,0,0,0.000417,0,206000
0,0,0.00025,0.000333,0,0,0,0.000417,0,206500
0,0,0.00025,0.000333,0,0,0,0.000417,0,207000
0,0,0.00025,0.000333,0,0,0,0.000417,0,207500
0,0,0.00025,0.000333,0,0,0,0.000417,0,208000
0,0,0.00025,0.000333,0,0,0,0.000333,0,208500
0,0,0.00025,0.000333,0,0,0,0.000333,0,209000
0,0,0.00025,0.000333,0,0,0,0.000333,0,209500
0,0,0.00025,0.000333,0,0,0,0.000333,0,210000
