"","variable","chain1","chain2","chain3"
"1","MSY",0.551787150151221,0.220591812058034,0.0704219715362977
"2","S.eq",-0.541378976361588,-0.784244258872725,0.147711065038048
"3","S.max",-1.2081191677506,-1.62921806099646,-0.235144159762552
"4","S.msy",-0.957077366379295,-1.22989084739264,0.0465153135947086
"5","U.msy",0.659581941338542,1.31392714742328,0.249282247652259
"6","alpha",0.54972031702304,1.05877097922565,-0.923604203745284
"7","beta",1.12413167763218,1.04389675638315,0.0221877484623389
"8","lnalpha",0.397281643252883,1.23772473766408,-0.617648954730898
"9","lnalpha.c",0.761833732840069,1.02007903040915,0.0536217867134408
"10","resid.red.0",-1.13869796350744,0.563882377606994,-0.467665258994469
"11","sigma.red",0.812786113787716,-0.0619375916118716,1.41642507433601
"12","sigma.white",0.812786113787716,-0.0619375916118716,1.41642507433601
"13","frac1",0.1,0.1,0.1
"14","frac2",0.5,0.5,0.5
